species;order;family;temperature;int_rate;int_rate_se;sample_size;reference;doi;observations_i;observations_ii;feed_guild;source_dataset;lat;lon;body_length_mm;type_length;source_length
Hyperaspis notata;Coleoptera;Coccinellidae;20;0.0606;0.000857143;30;dreyer1997;10.1046/j.1570-7458.1997.00201.x;;;predator;frazier2006;3.701075441;-76.57163892;3;adults;
Hyperaspis notata;Coleoptera;Coccinellidae;25;0.081;0.001571429;30;dreyer1997;10.1046/j.1570-7458.1997.00201.x;;;predator;frazier2006;-23.43286796;-55.0109578;3;adults;
Hyperaspis notata;Coleoptera;Coccinellidae;25;0.0744;0.001571429;30;dreyer1997;10.1046/j.1570-7458.1997.00201.x;;;predator;frazier2006;3.701075441;-76.57163892;3;adults;
Hyperaspis notata;Coleoptera;Coccinellidae;30;0.1024;0.002285714;30;dreyer1997;10.1046/j.1570-7458.1997.00201.x;;;predator;frazier2006;-23.43286796;-55.0109578;3;adults;
Hyperaspis notata;Coleoptera;Coccinellidae;30;0.1157;0.001428571;31;dreyer1997;10.1046/j.1570-7458.1997.00201.x;;;predator;frazier2006;3.701075441;-76.57163892;3;adults;
Hyperaspis notata;Coleoptera;Coccinellidae;32;0.0557;0.006714286;30;dreyer1997;10.1046/j.1570-7458.1997.00201.x;;;predator;frazier2006;-23.43286796;-55.0109578;3;adults;
Hyperaspis notata;Coleoptera;Coccinellidae;32;0.0757;0.003428571;30;dreyer1997;10.1046/j.1570-7458.1997.00201.x;;;predator;frazier2006;3.701075441;-76.57163892;3;adults;
Clavigralla tomentosicollis;Hemiptera;Coreidae;20;0.012676921;0.00832343;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Clavigralla tomentosicollis;Hemiptera;Coreidae;23;0.083470096;0.004119886;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Clavigralla tomentosicollis;Hemiptera;Coreidae;25;0.075342206;0.005045179;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Clavigralla tomentosicollis;Hemiptera;Coreidae;30;0.151963813;0.007902613;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Clavigralla tomentosicollis;Hemiptera;Coreidae;34;0.114181208;0.017993391;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Clavigralla tomentosicollis;Hemiptera;Coreidae;36;0.14338621;0.009836437;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Clavigralla shadabi;Hemiptera;Coreidae;20;0.020877739;0.002857981;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;C. tomentosicollis;
Clavigralla shadabi;Hemiptera;Coreidae;23;0.071930469;0.001645504;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;C. tomentosicollis;
Clavigralla shadabi;Hemiptera;Coreidae;25;0.106660292;0.0022514;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;C. tomentosicollis;
Clavigralla shadabi;Hemiptera;Coreidae;28;0.105747683;0.003031534;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;C. tomentosicollis;
Clavigralla shadabi;Hemiptera;Coreidae;30;0.144631145;0.003117797;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;C. tomentosicollis;
Clavigralla shadabi;Hemiptera;Coreidae;32;0.069026961;0.009005258;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;cowpead pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;C. tomentosicollis;
Clavigralla tomentosicollis;Hemiptera;Coreidae;25;0.050512944;0.011976295;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;pigeonpea pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Clavigralla tomentosicollis;Hemiptera;Coreidae;28;0.116659379;0.007915588;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;pigeonpea pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Clavigralla tomentosicollis;Hemiptera;Coreidae;30;0.186580205;0.006043322;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;pigeonpea pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Clavigralla tomentosicollis;Hemiptera;Coreidae;34;0.188523991;0.008854199;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;pigeonpea pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Clavigralla tomentosicollis;Hemiptera;Coreidae;36;0.113043016;0.004893927;30;dreyer1996;10.1111/j.1570-7458.1996.tb00783.x;pigeonpea pods;;sucker;frazier2006;6.418907587;2.327170412;8.8;males;CABI
Trioxys utilis;Hymenoptera;Braconidae;10;0;;;force1964;10.2307/1934918;;;parasitoid;frazier2006;37.87157885;-122.2619372;1.6;female;https://www.researchgate.net/figure/Trioxys-liui-female-A-head-frontal-view-B-maxillary-and-labial-palps-C-antenna-D_fig2_342569043
Trioxys utilis;Hymenoptera;Braconidae;15.6;0.18;;;force1964;10.2307/1934919;;;parasitoid;frazier2006;37.87157885;-122.2619372;1.6;female;https://www.researchgate.net/figure/Trioxys-liui-female-A-head-frontal-view-B-maxillary-and-labial-palps-C-antenna-D_fig2_342569043
Trioxys utilis;Hymenoptera;Braconidae;21.1;0.38;;;force1964;10.2307/1934920;;;parasitoid;frazier2006;37.87157885;-122.2619372;1.6;female;https://www.researchgate.net/figure/Trioxys-liui-female-A-head-frontal-view-B-maxillary-and-labial-palps-C-antenna-D_fig2_342569043
Trioxys utilis;Hymenoptera;Braconidae;26.7;0.48;;;force1964;10.2307/1934921;;;parasitoid;frazier2006;37.87157885;-122.2619372;1.6;female;https://www.researchgate.net/figure/Trioxys-liui-female-A-head-frontal-view-B-maxillary-and-labial-palps-C-antenna-D_fig2_342569043
Trioxys utilis;Hymenoptera;Braconidae;29.4;0.43;;;force1964;10.2307/1934922;;;parasitoid;frazier2006;37.87157885;-122.2619372;1.6;female;https://www.researchgate.net/figure/Trioxys-liui-female-A-head-frontal-view-B-maxillary-and-labial-palps-C-antenna-D_fig2_342569043
Trioxys utilis;Hymenoptera;Braconidae;32.2;-0.01;;;force1964;10.2307/1934923;;;parasitoid;frazier2006;37.87157885;-122.2619372;1.6;female;https://www.researchgate.net/figure/Trioxys-liui-female-A-head-frontal-view-B-maxillary-and-labial-palps-C-antenna-D_fig2_342569043
Aphelinus semiflavus;Hymenoptera;Aphelinidae;10;0;;;force1964;10.2307/1934924;;;parasitoid;frazier2006;37.87157885;-122.2619372;1;female;https://www.sciencedirect.com/science/article/abs/pii/S0044523121000395
Aphelinus semiflavus;Hymenoptera;Aphelinidae;15.6;0.09;;;force1964;10.2307/1934925;;;parasitoid;frazier2006;37.87157885;-122.2619372;1;female;https://www.sciencedirect.com/science/article/abs/pii/S0044523121000395
Aphelinus semiflavus;Hymenoptera;Aphelinidae;21.1;0.24;;;force1964;10.2307/1934926;;;parasitoid;frazier2006;37.87157885;-122.2619372;1;female;https://www.sciencedirect.com/science/article/abs/pii/S0044523121000395
Aphelinus semiflavus;Hymenoptera;Aphelinidae;16.7;0.34;;;force1964;10.2307/1934927;;;parasitoid;frazier2006;37.87157885;-122.2619372;1;female;https://www.sciencedirect.com/science/article/abs/pii/S0044523121000395
Aphelinus semiflavus;Hymenoptera;Aphelinidae;19.4;0.3;;;force1964;10.2307/1934928;;;parasitoid;frazier2006;37.87157885;-122.2619372;1;female;https://www.sciencedirect.com/science/article/abs/pii/S0044523121000395
Aphelinus semiflavus;Hymenoptera;Aphelinidae;32.2;-0.01;;;force1964;10.2307/1934929;;;parasitoid;frazier2006;37.87157885;-122.2619372;1;female;https://www.sciencedirect.com/science/article/abs/pii/S0044523121000395
Praon palitans;Hymenoptera;Braconidae;10;0;;;force1964;10.2307/1934930;;;parasitoid;frazier2006;37.87157885;-122.2619372;2.21;larvae;https://doi.org/10.1093/aesa/53.2.144
Praon palitans;Hymenoptera;Braconidae;15.6;0;;;force1964;10.2307/1934931;;;parasitoid;frazier2006;37.87157885;-122.2619372;2.21;larvae;https://doi.org/10.1093/aesa/53.2.144
Praon palitans;Hymenoptera;Braconidae;18.3;0.16;;;force1964;10.2307/1934932;;;parasitoid;frazier2006;37.87157885;-122.2619372;2.21;larvae;https://doi.org/10.1093/aesa/53.2.144
Praon palitans;Hymenoptera;Braconidae;21.1;0.24;;;force1964;10.2307/1934933;;;parasitoid;frazier2006;37.87157885;-122.2619372;2.21;larvae;https://doi.org/10.1093/aesa/53.2.144
Praon palitans;Hymenoptera;Braconidae;23.9;0.25;;;force1964;10.2307/1934934;;;parasitoid;frazier2006;37.87157885;-122.2619372;2.21;larvae;https://doi.org/10.1093/aesa/53.2.144
Praon palitans;Hymenoptera;Braconidae;26.7;-0.01;;;force1964;10.2307/1934935;;;parasitoid;frazier2006;37.87157885;-122.2619372;2.21;larvae;https://doi.org/10.1093/aesa/53.2.144
Callosobruchus analis;Coleoptera;Bruchidae;25;0.035333333;;;giga1983;10.1016/0022-474X(83)90007-4;;;stored product pest;frazier2006;51.51113355;-0.595532453;3;female;https://www.cabi.org/gara/mobile/FullTextPDF/2009/20093347414.pdf
Callosobruchus analis;Coleoptera;Bruchidae;30;0.045666667;;;giga1983;10.1016/0022-474X(83)90007-5;;;stored product pest;frazier2006;51.51113355;-0.595532453;3;female;https://www.cabi.org/gara/mobile/FullTextPDF/2009/20093347414.pdf
Callosobruchus analis;Coleoptera;Bruchidae;35;0.014666667;;;giga1983;10.1016/0022-474X(83)90007-6;;;stored product pest;frazier2006;51.51113355;-0.595532453;3;female;https://www.cabi.org/gara/mobile/FullTextPDF/2009/20093347414.pdf
Callosobruchus chinensis;Coleoptera;Bruchidae;20;0;;;giga1983;10.1016/0022-474X(83)90007-7;;;stored product pest;frazier2006;51.51113355;-0.595532453;4.23;female;https://oar.icrisat.org/11758/1/30314-Article%20Text-56820-1-10-20201222.pdf
Callosobruchus chinensis;Coleoptera;Bruchidae;25;0.092;;;giga1983;10.1016/0022-474X(83)90007-8;;;stored product pest;frazier2006;51.51113355;-0.595532453;4.23;female;https://oar.icrisat.org/11758/1/30314-Article%20Text-56820-1-10-20201222.pdf
Callosobruchus chinensis;Coleoptera;Bruchidae;30;0.134333333;;;giga1983;10.1016/0022-474X(83)90007-9;;;stored product pest;frazier2006;51.51113355;-0.595532453;4.23;female;https://oar.icrisat.org/11758/1/30314-Article%20Text-56820-1-10-20201222.pdf
Callosobruchus chinensis;Coleoptera;Bruchidae;35;0.097;;;giga1983;10.1016/0022-474X(83)90007-10;;;stored product pest;frazier2006;51.51113355;-0.595532453;4.23;female;https://oar.icrisat.org/11758/1/30314-Article%20Text-56820-1-10-20201222.pdf
Callosobruchus rhodesianus;Coleoptera;Bruchidae;20;0.02;;;giga1983;10.1016/0022-474X(83)90007-11;;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female Callosobruchus maculatus;
Callosobruchus rhodesianus;Coleoptera;Bruchidae;25;0.071666667;;;giga1983;10.1016/0022-474X(83)90007-12;;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female Callosobruchus maculatus;
Callosobruchus rhodesianus;Coleoptera;Bruchidae;30;0.091;;;giga1983;10.1016/0022-474X(83)90007-13;;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female Callosobruchus maculatus;
Callosobruchus rhodesianus;Coleoptera;Bruchidae;35;0.02;;;giga1983;10.1016/0022-474X(83)90007-14;;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female Callosobruchus maculatus;
Callosobruchus maculatus;Coleoptera;Bruchidae;20;0.016;;;giga1983;10.1016/0022-474X(83)90007-15;Brazil strain;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female;https://www.entomoljournal.com/archives/2014/vol2issue3/PartB/35-357.pdf
Callosobruchus maculatus;Coleoptera;Bruchidae;25;0.106666667;;;giga1983;10.1016/0022-474X(83)90007-16;Brazil strain;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female;https://www.entomoljournal.com/archives/2014/vol2issue3/PartB/35-357.pdf
Callosobruchus maculatus;Coleoptera;Bruchidae;30;0.12;;;giga1983;10.1016/0022-474X(83)90007-17;Brazil strain;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female;https://www.entomoljournal.com/archives/2014/vol2issue3/PartB/35-357.pdf
Callosobruchus maculatus;Coleoptera;Bruchidae;35;0.12;;;giga1983;10.1016/0022-474X(83)90007-18;Brazil strain;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female;https://www.entomoljournal.com/archives/2014/vol2issue3/PartB/35-357.pdf
Callosobruchus maculatus;Coleoptera;Bruchidae;20;0;;;giga1983;10.1016/0022-474X(83)90007-19;Malawi strain;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female;https://www.entomoljournal.com/archives/2014/vol2issue3/PartB/35-357.pdf
Callosobruchus maculatus;Coleoptera;Bruchidae;25;0.107;;;giga1983;10.1016/0022-474X(83)90007-20;Malawi strain;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female;https://www.entomoljournal.com/archives/2014/vol2issue3/PartB/35-357.pdf
Callosobruchus maculatus;Coleoptera;Bruchidae;30;0.123333333;;;giga1983;10.1016/0022-474X(83)90007-21;Malawi strain;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female;https://www.entomoljournal.com/archives/2014/vol2issue3/PartB/35-357.pdf
Callosobruchus maculatus;Coleoptera;Bruchidae;35;0.106333333;;;giga1983;10.1016/0022-474X(83)90007-22;Malawi strain;;stored product pest;frazier2006;51.51113355;-0.595532453;3.7;female;https://www.entomoljournal.com/archives/2014/vol2issue3/PartB/35-357.pdf
Scirtothrips perseae;Thysanoptera;Thripidae;15;0.03;0.0002;12;hoddle2002;10.1079/BER2002169;;;sucker;frazier2006;33.37534268;-117.2290733;0.7;female;UC IPM
Scirtothrips perseae;Thysanoptera;Thripidae;20;0.1;0.0002;21;hoddle2002;10.1079/BER2002169;;;sucker;frazier2006;33.37534268;-117.2290733;0.7;female;UC IPM
Scirtothrips perseae;Thysanoptera;Thripidae;25;0.07;0.003;41;hoddle2002;10.1079/BER2002169;;;sucker;frazier2006;33.37534268;-117.2290733;0.7;female;UC IPM
Scirtothrips perseae;Thysanoptera;Thripidae;27.5;0.02;0.0002;11;hoddle2002;10.1079/BER2002169;;;sucker;frazier2006;33.37534268;-117.2290733;0.7;female;UC IPM
Dactylopius austrinus;Hemiptera;Dactylopiidae;17.5;0.019;;;hosking1984;10.1111/j.1440-6055.1984.tb01927.x;;;sucker;frazier2006;-31.083333;150.933333;4;dactylopius genus;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/dactylopius
Dactylopius austrinus;Hemiptera;Dactylopiidae;20;0.0421;;;hosking1984;10.1111/j.1440-6055.1984.tb01927.x;;;sucker;frazier2006;-31.083333;150.933333;4;dactylopius genus;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/dactylopius
Dactylopius austrinus;Hemiptera;Dactylopiidae;22.5;0.0698;;;hosking1984;10.1111/j.1440-6055.1984.tb01927.x;;;sucker;frazier2006;-31.083333;150.933333;4;dactylopius genus;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/dactylopius
Dactylopius austrinus;Hemiptera;Dactylopiidae;25;0.1025;;;hosking1984;10.1111/j.1440-6055.1984.tb01927.x;;;sucker;frazier2006;-31.083333;150.933333;4;dactylopius genus;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/dactylopius
Dactylopius austrinus;Hemiptera;Dactylopiidae;27.5;0.1284;;;hosking1984;10.1111/j.1440-6055.1984.tb01927.x;;;sucker;frazier2006;-31.083333;150.933333;4;dactylopius genus;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/dactylopius
Dactylopius austrinus;Hemiptera;Dactylopiidae;30;0.1458;;;hosking1984;10.1111/j.1440-6055.1984.tb01927.x;;;sucker;frazier2006;-31.083333;150.933333;4;dactylopius genus;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/dactylopius
Dactylopius austrinus;Hemiptera;Dactylopiidae;32;0.1447;;;hosking1984;10.1111/j.1440-6055.1984.tb01927.x;;;sucker;frazier2006;-31.083333;150.933333;4;dactylopius genus;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/dactylopius
Dactylopius austrinus;Hemiptera;Dactylopiidae;34;0.0908;;;hosking1984;10.1111/j.1440-6055.1984.tb01927.x;;;sucker;frazier2006;-31.083333;150.933333;4;dactylopius genus;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/dactylopius
Ptinus tectus;Coleoptera;Ptinidae;15;0.021428571;;;howe1953;10.1111/j.1744-7348.1953.tb02371.x;;;stored product pest;frazier2006;51.51138357;-0.596104768;4;female;Wikipedia
Ptinus tectus;Coleoptera;Ptinidae;20;0.04;;;howe1953;10.1111/j.1744-7348.1953.tb02371.x;;;stored product pest;frazier2006;51.51138357;-0.596104768;4;female;Wikipedia
Ptinus tectus;Coleoptera;Ptinidae;23;0.050714286;;;howe1953;10.1111/j.1744-7348.1953.tb02371.x;;;stored product pest;frazier2006;51.51138357;-0.596104768;4;female;Wikipedia
Ptinus tectus;Coleoptera;Ptinidae;25;0.056428571;;;howe1953;10.1111/j.1744-7348.1953.tb02371.x;;;stored product pest;frazier2006;51.51138357;-0.596104768;4;female;Wikipedia
Ptinus tectus;Coleoptera;Ptinidae;13;0.012;;;howe1953;10.1111/j.1744-7348.1953.tb02371.x;;;stored product pest;frazier2006;51.51138357;-0.596104768;4;female;Wikipedia
Ptinus tectus;Coleoptera;Ptinidae;20;0.037428571;;;howe1953;10.1111/j.1744-7348.1953.tb02371.x;;;stored product pest;frazier2006;51.51138357;-0.596104768;4;female;Wikipedia
Ptinus tectus;Coleoptera;Ptinidae;25;0.049142857;;;howe1953;10.1111/j.1744-7348.1953.tb02371.x;;;stored product pest;frazier2006;51.51138357;-0.596104768;4;female;Wikipedia
Ptinus tectus;Coleoptera;Ptinidae;27;0.040857143;;;howe1953;10.1111/j.1744-7348.1953.tb02371.x;;;stored product pest;frazier2006;51.51138357;-0.596104768;4;female;Wikipedia
Ptinus tectus;Coleoptera;Ptinidae;30;0;;;howe1953;10.1111/j.1744-7348.1953.tb02371.x;;;stored product pest;frazier2006;51.51138357;-0.596104768;4;female;Wikipedia
Toxoptera citricidus;Hemiptera;Aphididae;11.3;0.07274103;;;komazaki1982;10.1303/aez.17.75;citrus aurantium;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Toxoptera citricidus;Hemiptera;Aphididae;15.2;0.138626121;;;komazaki1982;10.1303/aez.17.76;citrus aurantium;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Toxoptera citricidus;Hemiptera;Aphididae;19.9;0.194572956;;;komazaki1982;10.1303/aez.17.77;citrus aurantium;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Toxoptera citricidus;Hemiptera;Aphididae;21.5;0.31971862;;;komazaki1982;10.1303/aez.17.78;citrus aurantium;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Toxoptera citricidus;Hemiptera;Aphididae;25.1;0.317401794;;;komazaki1982;10.1303/aez.17.79;citrus aurantium;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Toxoptera citricidus;Hemiptera;Aphididae;27.1;0.42520639;;;komazaki1982;10.1303/aez.17.80;citrus aurantium;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Toxoptera citricidus;Hemiptera;Aphididae;29.9;0.162157096;;;komazaki1982;10.1303/aez.17.81;citrus aurantium;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Toxoptera citricidus;Hemiptera;Aphididae;14.9;0.182037874;;;komazaki1982;10.1303/aez.17.82;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Toxoptera citricidus;Hemiptera;Aphididae;20.1;0.359335414;;;komazaki1982;10.1303/aez.17.83;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Toxoptera citricidus;Hemiptera;Aphididae;24.9;0.464415164;;;komazaki1982;10.1303/aez.17.84;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Toxoptera citricidus;Hemiptera;Aphididae;27.6;0.445973786;;;komazaki1982;10.1303/aez.17.85;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;2.8;apterous;EPPO
Aphis citricola;Hemiptera;Aphididae;15.2;0.17189997;;;komazaki1982;10.1303/aez.17.86;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;2.2;apterous;https://ejournals.epublishing.ekt.gr/index.php/entsoc/article/view/13984#:~:text=citricola%20is%20a%20small%20aphid,the%20literature%2C%20especially%20on%20Rosaceae.
Aphis citricola;Hemiptera;Aphididae;19.8;0.340874855;;;komazaki1982;10.1303/aez.17.87;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;2.2;apterous;https://ejournals.epublishing.ekt.gr/index.php/entsoc/article/view/13984#:~:text=citricola%20is%20a%20small%20aphid,the%20literature%2C%20especially%20on%20Rosaceae.
Aphis citricola;Hemiptera;Aphididae;24.5;0.302718528;;;komazaki1982;10.1303/aez.17.88;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;2.2;apterous;https://ejournals.epublishing.ekt.gr/index.php/entsoc/article/view/13984#:~:text=citricola%20is%20a%20small%20aphid,the%20literature%2C%20especially%20on%20Rosaceae.
Aphis citricola;Hemiptera;Aphididae;27.5;0.221972304;;;komazaki1982;10.1303/aez.17.89;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;2.2;apterous;https://ejournals.epublishing.ekt.gr/index.php/entsoc/article/view/13984#:~:text=citricola%20is%20a%20small%20aphid,the%20literature%2C%20especially%20on%20Rosaceae.
Aphis citricola;Hemiptera;Aphididae;29.7;0.161489523;;;komazaki1982;10.1303/aez.17.90;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;2.2;apterous;https://ejournals.epublishing.ekt.gr/index.php/entsoc/article/view/13984#:~:text=citricola%20is%20a%20small%20aphid,the%20literature%2C%20especially%20on%20Rosaceae.
Aphis gossypii;Hemiptera;Aphididae;14.7;0.17917157;;;komazaki1982;10.1303/aez.17.91;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;1.5;apterous;CABI
Aphis gossypii;Hemiptera;Aphididae;19.5;0.277737229;;;komazaki1982;10.1303/aez.17.92;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;1.5;apterous;CABI
Aphis gossypii;Hemiptera;Aphididae;25.1;0.421064506;;;komazaki1982;10.1303/aez.17.93;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;1.5;apterous;CABI
Aphis gossypii;Hemiptera;Aphididae;27.2;0.437341219;;;komazaki1982;10.1303/aez.17.94;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;1.5;apterous;CABI
Aphis gossypii;Hemiptera;Aphididae;29.5;0.225555504;;;komazaki1982;10.1303/aez.17.95;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;1.5;apterous;CABI
Aphis gossypii;Hemiptera;Aphididae;30.1;0;;;komazaki1982;10.1303/aez.17.96;citrus unshiu;;sucker;frazier2006;35.02333;138.48905;1.5;apterous;CABI
Diaphorina citri;Hemiptera;Psyllidae;15;0.036;0.003;18;liu2000;10.1111/j.1744-7348.2000.tb00060.x;;;sucker;frazier2006;26.23755;-80.1179;4;adults;California Department of Agriculture
Diaphorina citri;Hemiptera;Psyllidae;20;0.092;0.002;22;liu2000;10.1111/j.1744-7348.2000.tb00060.x;;;sucker;frazier2006;26.23755;-80.1179;4;adults;California Department of Agriculture
